JUNGFRAU   LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3475 M
JUNGFRAU   INSTRUMENT   3-NM-64  NEUTRON MONITOR	
JUNGFRAU   STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAU   010415 60   134300-134400   30     134.33  485.0    138.27     0.10    -0.10
JUNGFRAU   010415 60   134400-134500   30     136.85  484.8    140.58     1.80     1.60
JUNGFRAU   010415 60   134500-134600   30     134.95  485.1    139.03     0.60     0.40
JUNGFRAU   010415 60   134600-134700   30     137.43  485.1    141.58     2.50     2.29
JUNGFRAU   010415 60   134700-134800   30     137.37  484.9    141.25     2.20     1.99
JUNGFRAU   010415 60   134800-134900   30     133.17  484.8    136.80    -1.00    -1.21
JUNGFRAU   010415 60   134900-135000   30     134.52  484.7    138.03    -0.10    -0.31
JUNGFRAU   010415 60   135000-135100   30     132.30  484.8    135.90    -1.60    -1.82
JUNGFRAU   010415 60   135100-135200   30     136.20  484.8    139.90     1.30     1.08
JUNGFRAU   010415 60   135200-135300   30     135.35  484.8    139.03     0.60     0.38
JUNGFRAU   010415 60   135300-135400   30     134.02  484.9    137.80    -0.20    -0.42
JUNGFRAU   010415 60   135400-135500   30     135.42  484.8    139.10     0.70     0.47
JUNGFRAU   010415 60   135500-135600   30     137.77  484.9    141.67     2.60     2.37
JUNGFRAU   010415 60   135600-135700   30     135.17  485.0    139.12     0.70     0.47
JUNGFRAU   010415 60   135700-135800   30     134.82  485.1    138.90     0.50     0.27
JUNGFRAU   010415 60   135800-135900   30     133.97  484.9    137.75    -0.30    -0.54
JUNGFRAU   010415 60   135900-140000   30     135.15  484.8    138.83     0.50     0.26
JUNGFRAU   010415 60   140000-140100   30     135.12  484.8    138.80     0.50     0.26
JUNGFRAU   010415 60   140100-140200   30     135.15  484.9    138.97     0.60     0.36
JUNGFRAU   010415 60   140200-140300   30     140.17  484.9    144.12     4.30     4.05
JUNGFRAU   010415 60   140300-140400   30     138.08  484.8    141.85     2.70     2.45
JUNGFRAU   010415 60   140400-140500   30     137.98  484.9    141.88     2.70     2.45
JUNGFRAU   010415 60   140500-140600   30     141.18  484.8    145.03     5.00     4.75
JUNGFRAU   010415 60   140600-140700   30     139.17  484.8    142.97     3.50     3.24
JUNGFRAU   010415 60   140700-140800   30     143.80  484.8    147.72     6.90     6.64
JUNGFRAU   010415 60   140800-140900   30     144.22  485.0    148.42     7.40     7.14
JUNGFRAU   010415 60   140900-141000   30     139.42  484.8    143.22     3.70     3.44
JUNGFRAU   010415 60   141000-141100   30     142.45  484.6    146.05     5.70     5.43
JUNGFRAU   010415 60   141100-141200   30     143.60  484.7    147.37     6.70     6.43
JUNGFRAU   010415 60   141200-141300   30     142.58  484.8    146.47     6.00     5.73
JUNGFRAU   010415 60   141300-141400   30     145.65  484.6    149.33     8.10     7.83
JUNGFRAU   010415 60   141400-141500   30     142.02  484.7    145.75     5.50     5.22
JUNGFRAU   010415 60   141500-141600   30     139.78  484.6    143.32     3.70     3.42
JUNGFRAU   010415 60   141600-141700   30     148.33  484.8    152.38    10.30    10.02
JUNGFRAU   010415 60   141700-141800   30     144.45  484.8    148.40     7.40     7.12
JUNGFRAU   010415 60   141800-141900   30     148.75  484.9    152.95    10.70    10.41
JUNGFRAU   010415 60   141900-142000   30     146.67  484.7    150.52     9.00     8.71
JUNGFRAU   010415 60   142000-142100   30     145.63  484.6    149.32     8.10     7.81
JUNGFRAU   010415 60   142100-142200   30     141.78  484.9    145.78     5.50     5.21
JUNGFRAU   010415 60   142200-142300   30     143.75  484.7    147.53     6.80     6.50
JUNGFRAU   010415 60   142300-142400   30     142.83  484.8    146.73     6.20     5.90
JUNGFRAU   010415 60   142400-142500   30     144.00  484.8    147.92     7.10     6.80
JUNGFRAU   010415 60   142500-142600   30     144.50  484.7    148.28     7.30     6.99
JUNGFRAU   010415 60   142600-142700   30     146.57  485.0    150.85     9.20     8.89
JUNGFRAU   010415 60   142700-142800   30     142.23  484.9    146.25     5.90     5.59
JUNGFRAU   010415 60   142800-142900   30     143.92  484.8    147.83     7.00     6.69
JUNGFRAU   010415 60   142900-143000   30     144.17  484.9    148.23     7.30     6.98
JUNGFRAU   010415 60   143000-143100   30     141.20  484.6    144.77     4.80     4.48
JUNGFRAU   010415 60   143100-143200   30     142.38  484.8    146.27     5.90     5.58
JUNGFRAU   010415 60   143200-143300   30     142.28  484.6    145.87     5.60     5.28
JUNGFRAU   010415 60   143300-143400   30     140.32  484.8    144.15     4.30     3.97
JUNGFRAU   010415 60   143400-143500   30     141.85  484.8    145.72     5.50     5.17
JUNGFRAU   010415 60   143500-143600   30     142.82  484.8    146.70     6.20     5.87
JUNGFRAU   010415 60   143600-143700   30     141.87  484.8    145.73     5.50     5.17
JUNGFRAU   010415 60   143700-143800   30     143.03  484.8    146.93     6.40     6.06
JUNGFRAU   010415 60   143800-143900   30     145.87  484.8    149.83     8.50     8.16
JUNGFRAU   010415 60   143900-144000   30     141.67  484.6    145.23     5.10     4.76
JUNGFRAU   010415 60   144000-144100   30     144.25  484.8    148.18     7.30     6.96
JUNGFRAU   010415 60   144100-144200   30     141.72  484.8    145.57     5.40     5.05
JUNGFRAU   010415 60   144200-144300   30     141.08  484.5    144.52     4.60     4.25
JUNGFRAU   010415 60   144300-144400   30     143.62  484.6    147.23     6.60     6.25
JUNGFRAU   010415 60   144400-144500   30     143.75  484.8    147.67     6.90     6.55
JUNGFRAU   010415 60   144500-144600   30     141.97  484.8    145.85     5.60     5.24
JUNGFRAU   010415 60   144600-144700   30     141.52  484.7    145.23     5.10     4.74
JUNGFRAU   010415 60   144700-144800   30     145.42  484.7    149.23     8.00     7.64
JUNGFRAU   010415 60   144800-144900   30     143.18  484.6    146.80     6.30     5.94
JUNGFRAU   010415 60   144900-145000   30     138.67  484.7    142.30     3.00     2.63
JUNGFRAU   010415 60   145000-145100   30     142.57  484.6    146.17     5.80     5.43
JUNGFRAU   010415 60   145100-145200   30     142.37  484.8    146.25     5.90     5.53
JUNGFRAU   010415 60   145200-145300   30     141.53  484.8    145.38     5.20     4.83
JUNGFRAU   010415 60   145300-145400   30     139.95  484.5    143.35     3.80     3.42
JUNGFRAU   010415 60   145400-145500   30     144.13  484.5    147.63     6.90     6.52
JUNGFRAU   010415 60   145500-145600   30     139.37  484.7    143.03     3.50     3.12
JUNGFRAU   010415 60   145600-145700   30     140.87  484.8    144.70     4.70     4.32
JUNGFRAU   010415 60   145700-145800   30     140.03  484.7    143.70     4.00     3.61
JUNGFRAU   010415 60   145800-145900   30     144.33  484.9    148.40     7.40     7.01
JUNGFRAU   010415 60   145900-150000   30     138.45  484.8    142.22     2.90     2.51
JUNGFRAU   010415 60   150000-150100   30     138.42  484.8    142.18     2.90     2.51
JUNGFRAU   010415 60   150100-150200   30     138.73  484.8    142.52     3.20     2.80
JUNGFRAU   010415 60   150200-150300   30     141.42  484.6    144.98     5.00     4.60
JUNGFRAU   010415 60   150300-150400   30     139.52  484.7    143.17     3.60     3.20
JUNGFRAU   010415 60   150400-150500   30     142.73  484.6    146.33     5.90     5.50
JUNGFRAU   010415 60   150500-150600   30     138.93  484.5    142.32     3.00     2.59
JUNGFRAU   010415 60   150600-150700   30     139.57  484.7    143.23     3.70     3.29
JUNGFRAU   010415 60   150700-150800   30     136.98  484.6    140.43     1.70     1.29
JUNGFRAU   010415 60   150800-150900   30     140.75  484.6    144.32     4.50     4.09
JUNGFRAU   010415 60   150900-151000   30     143.72  484.5    147.20     6.60     6.18
JUNGFRAU   010415 60   151000-151100   30     136.03  484.7    139.60     1.10     0.68
JUNGFRAU   010415 60   151100-151200   30     140.45  484.7    144.13     4.30     3.88
JUNGFRAU   010415 60   151200-151300   30     142.42  484.6    146.02     5.70     5.28
JUNGFRAU   010415 60   151300-151400   30     139.70  484.5    143.10     3.60     3.17
JUNGFRAU   010415 60   151400-151500   30     136.27  484.5    139.57     1.00     0.57
JUNGFRAU   010415 60   151500-151600   30     137.52  484.5    140.87     2.00     1.57
JUNGFRAU   010415 60   151600-151700   30     137.97  484.5    141.32     2.30     1.87
JUNGFRAU   010415 60   151700-151800   30     141.75  484.3    144.90     4.90     4.46
JUNGFRAU   010415 60   151800-151900   30     135.87  484.2    138.77     0.50     0.06
JUNGFRAU   010415 60   151900-152000   30     137.65  484.7    141.27     2.30     1.86
JUNGFRAU   010415 60   152000-152100   30     138.55  484.5    141.92     2.70     2.25
JUNGFRAU   010415 60   152100-152200   30     139.53  484.5    142.92     3.50     3.05
JUNGFRAU   010415 60   152200-152300   30     141.63  484.6    145.22     5.10     4.65
JUNGFRAU   010415 60   152300-152400   30     138.50  484.5    141.87     2.70     2.25
JUNGFRAU   010415 60   152400-152500   30     140.15  484.5    143.55     3.90     3.44
JUNGFRAU   010415 60   152500-152600   30     139.23  484.5    142.60     3.20     2.74
JUNGFRAU   010415 60   152600-152700   30     135.68  484.2    138.58     0.30    -0.16
JUNGFRAU   010415 60   152700-152800   30     138.83  484.6    142.35     3.00     2.54
JUNGFRAU   010415 60   152800-152900   30     136.48  484.2    139.40     0.90     0.43
JUNGFRAU   010415 60   152900-153000   30     140.65  484.3    143.78     4.10     3.63
JUNGFRAU   010415 60   153000-153100   30     136.82  484.2    139.73     1.20     0.73
JUNGFRAU   010415 60   153100-153200   30     137.20  484.2    140.12     1.40     0.93
JUNGFRAU   010415 60   153200-153300   30     135.43  484.5    138.73     0.40    -0.08
JUNGFRAU   010415 60   153300-153400   30     139.23  484.7    142.88     3.40     2.92
JUNGFRAU   010415 60   153400-153500   30     142.82  484.5    146.28     5.90     5.42
JUNGFRAU   010415 60   153500-153600   30     137.40  484.5    140.75     1.90     1.42
JUNGFRAU   010415 60   153600-153700   30     140.68  484.4    143.95     4.20     3.71
JUNGFRAU   010415 60   153700-153800   30     138.47  484.5    141.83     2.70     2.21
JUNGFRAU   010415 60   153800-153900   30     133.97  484.5    137.23    -0.70    -1.19
JUNGFRAU   010415 60   153900-154000   30     140.43  484.5    143.85     4.10     3.61
JUNGFRAU   010415 60   154000-154100   30     138.17  484.8    141.93     2.70     2.20
JUNGFRAU   010415 60   154100-154200   30     135.88  484.3    138.92     0.60     0.10
JUNGFRAU   010415 60   154200-154300   30     135.90  484.4    139.07     0.70     0.20
JUNGFRAU   010415 60   154300-154400   30     135.42  484.6    138.85     0.50     0.00
JUNGFRAU   010415 60   154400-154500   30     136.50  484.5    139.82     1.20     0.69
JUNGFRAU   010415 60   154500-154600   30     139.05  484.5    142.43     3.10     2.59
JUNGFRAU   010415 60   154600-154700   30     137.55  484.5    140.90     2.00     1.49
JUNGFRAU   010415 60   154700-154800   30     137.77  484.5    141.12     2.20     1.69
JUNGFRAU   010415 60   154800-154900   30     137.35  484.5    140.68     1.80     1.28
JUNGFRAU   010415 60   154900-155000   30     138.20  484.3    141.28     2.30     1.78
JUNGFRAU   010415 60   155000-155100   30     138.85  484.5    142.22     2.90     2.38
JUNGFRAU   010415 60   155100-155200   30     134.75  484.4    137.90    -0.20    -0.72
JUNGFRAU   010415 60   155200-155300   30     135.72  484.6    139.15     0.70     0.17
JUNGFRAU   010415 60   155300-155400   30     140.75  484.5    144.17     4.40     3.87
JUNGFRAU   010415 60   155400-155500   30     139.38  484.4    142.63     3.20     2.67
JUNGFRAU   010415 60   155500-155600   30     136.67  484.5    140.00     1.30     0.77
JUNGFRAU   010415 60   155600-155700   30     136.95  484.6    140.42     1.60     1.06
JUNGFRAU   010415 60   155700-155800   30     138.45  484.7    142.08     2.90     2.36
JUNGFRAU   010415 60   155800-155900   30     140.98  484.3    144.13     4.30     3.76
JUNGFRAU   010415 60   155900-160000   30     139.85  484.7    143.52     3.90     3.36
JUNGFRAU   010415 60   160000-160100   30     134.72  484.6    138.12     0.00    -0.55
JUNGFRAU   010415 60   160100-160200   30     138.65  484.5    142.02     2.80    -9999
JUNGFRAU   010415 60   160200-160300   30     137.27  484.5    140.60     1.80    -9999
JUNGFRAU   010415 60   160300-160400   30     135.52  484.3    138.53     0.30    -9999
JUNGFRAU   010415 60   160400-160500   30     134.08  484.5    137.33    -0.60    -9999
JUNGFRAU   010415 60   160500-160600   30     140.32  484.4    143.58     3.90    -9999
JUNGFRAU   010415 60   160600-160700   30     136.73  484.5    140.05     1.40    -9999
JUNGFRAU   010415 60   160700-160800   30     139.57  484.5    142.97     3.50    -9999
JUNGFRAU   010415 60   160800-160900   30     136.67  484.5    139.98     1.30    -9999
JUNGFRAU   010415 60   160900-161000   30     134.30  484.2    137.17    -0.70    -9999
JUNGFRAU   010415 60   161000-161100   30     138.65  484.4    141.88     2.70    -9999
JUNGFRAU   010415 60   161100-161200   30     140.33  484.5    143.75     4.10    -9999
JUNGFRAU   010415 60   161200-161300   30     137.25  484.3    140.32     1.60    -9999
JUNGFRAU   010415 60   161300-161400   30     135.55  484.5    138.85     0.50    -9999
JUNGFRAU   010415 60   161400-161500   30     137.08  484.3    140.15     1.50    -9999
JUNGFRAU   010415 60   161500-161600   30     136.85  484.6    140.30     1.60    -9999
JUNGFRAU   010415 60   161600-161700   30     140.03  484.5    143.43     3.80    -9999
JUNGFRAU   010415 60   161700-161800   30     137.93  484.5    141.28     2.30    -9999
JUNGFRAU   010415 60   161800-161900   30     140.70  484.5    144.13     4.30    -9999
JUNGFRAU   010415 60   161900-162000   30     135.73  484.5    139.03     0.60    -9999
JUNGFRAU   010415 60   162000-162100   30     137.62  484.6    141.10     2.10    -9999
JUNGFRAU   010415 60   162100-162200   30     136.82  484.5    140.15     1.50    -9999
JUNGFRAU   010415 60   162200-162300   30     136.52  484.8    140.23     1.50    -9999
JUNGFRAU   010415 60   162300-162400   30     135.77  484.5    139.07     0.70    -9999
JUNGFRAU   010415 60   162400-162500   30     136.02  484.3    139.05     0.70    -9999
JUNGFRAU   010415 60   162500-162600   30     137.30  484.3    140.35     1.60    -9999
JUNGFRAU   010415 60   162600-162700   30     136.40  484.5    139.70     1.10    -9999
JUNGFRAU   010415 60   162700-162800   30     138.00  484.5    141.35     2.30    -9999
JUNGFRAU   010415 60   162800-162900   30     134.33  484.5    137.58    -0.40    -9999
JUNGFRAU   010415 60   162900-163000   30     135.73  484.5    139.03     0.60    -9999
JUNGFRAU   010415 60   163000-163100   30     138.13  484.5    141.50     2.40    -9999
JUNGFRAU   010415 60   163100-163200   30     137.25  484.6    140.72     1.90    -9999
JUNGFRAU   010415 60   163200-163300   30     137.43  484.6    140.92     2.00    -9999
JUNGFRAU   010415 60   163300-163400   30     136.28  484.7    139.87     1.20    -9999
JUNGFRAU   010415 60   163400-163500   30     134.15  484.5    137.40    -0.50    -9999
JUNGFRAU   010415 60   163500-163600   30     141.50  484.6    145.07     5.00    -9999
JUNGFRAU   010415 60   163600-163700   30     140.65  484.5    144.07     4.30    -9999
JUNGFRAU   010415 60   163700-163800   30     135.47  484.6    138.90     0.50    -9999
JUNGFRAU   010415 60   163800-163900   30     134.70  484.5    137.97    -0.10    -9999
JUNGFRAU   010415 60   163900-164000   30     137.82  484.5    141.17     2.20    -9999
JUNGFRAU   010415 60   164000-164100   30     135.83  484.5    139.13     0.70    -9999
JUNGFRAU   010415 60   164100-164200   30     138.37  484.6    141.87     2.70    -9999
JUNGFRAU   010415 60   164200-164300   30     136.65  484.5    139.97     1.30    -9999
JUNGFRAU   010415 60   164300-164400   30     139.83  484.5    143.23     3.70    -9999
JUNGFRAU   010415 60   164400-164500   30     136.90  484.5    140.23     1.50    -9999
JUNGFRAU   010415 60   164500-164600   30     137.70  484.6    141.18     2.20    -9999
JUNGFRAU   010415 60   164600-164700   30     138.20  484.5    141.55     2.50    -9999
JUNGFRAU   010415 60   164700-164800   30     137.47  484.6    140.95     2.00    -9999
JUNGFRAU   010415 60   164800-164900   30     137.00  484.7    140.60     1.80    -9999
JUNGFRAU   010415 60   164900-165000   30     134.62  484.6    138.02    -0.10    -9999
JUNGFRAU   010415 60   165000-165100   30     132.87  484.5    136.08    -1.50    -9999
JUNGFRAU   010415 60   165100-165200   30     134.02  484.7    137.53    -0.40    -9999
JUNGFRAU   010415 60   165200-165300   30     135.37  484.5    138.67     0.40    -9999
JUNGFRAU   010415 60   165300-165400   30     136.02  484.6    139.45     0.90    -9999
JUNGFRAU   010415 60   165400-165500   30     137.98  484.6    141.48     2.40    -9999
JUNGFRAU   010415 60   165500-165600   30     135.40  484.5    138.68     0.40    -9999
JUNGFRAU   010415 60   165600-165700   30     137.38  484.5    140.72     1.90    -9999
JUNGFRAU   010415 60   165700-165800   30     135.07  484.5    138.35     0.10    -9999
JUNGFRAU   010415 60   165800-165900   30     134.62  484.5    137.88    -0.20    -9999
JUNGFRAU   010415 60   165900-170000   30     133.10  484.6    136.47    -1.20    -9999
JUNGFRAU   010415 60   170000-170100   30     134.42  484.5    137.68    -0.30    -9999
JUNGFRAU   010415 60   170100-170200   30     137.62  484.5    140.95     2.00    -9999
JUNGFRAU   010415 60   170200-170300   30     139.15  484.5    142.53     3.20    -9999
JUNGFRAU   010415 60   170300-170400   30     136.88  484.5    140.22     1.50    -9999
JUNGFRAU   010415 60   170400-170500   30     138.35  484.6    141.85     2.70    -9999
JUNGFRAU   010415 60   170500-170600   30     138.95  484.4    142.18     2.90    -9999
JUNGFRAU   010415 60   170600-170700   30     138.18  484.5    141.55     2.50    -9999
JUNGFRAU   010415 60   170700-170800   30     137.40  484.5    140.73     1.90    -9999
JUNGFRAU   010415 60   170800-170900   30     135.90  484.5    139.20     0.80    -9999
JUNGFRAU   010415 60   170900-171000   30     135.03  484.5    138.32     0.10    -9999
JUNGFRAU   010415 60   171000-171100   30     136.28  484.6    139.73     1.20    -9999
JUNGFRAU   010415 60   171100-171200   30     137.60  484.5    140.95     2.00    -9999
JUNGFRAU   010415 60   171200-171300   30     135.33  484.3    138.35     0.10    -9999
JUNGFRAU   010415 60   171300-171400   30     137.07  484.4    140.27     1.50    -9999
JUNGFRAU   010415 60   171400-171500   30     132.30  484.5    135.52    -1.90    -9999
JUNGFRAU   010415 60   171500-171600   30     139.53  484.4    142.78     3.40    -9999
JUNGFRAU   010415 60   171600-171700   30     137.87  484.5    141.22     2.20    -9999
JUNGFRAU   010415 60   171700-171800   30     132.62  484.5    135.85    -1.70    -9999
JUNGFRAU   010415 60   171800-171900   30     135.60  484.5    138.88     0.50    -9999
JUNGFRAU   010415 60   171900-172000   30     134.07  484.5    137.32    -0.60    -9999
JUNGFRAU   010415 60   172000-172100   30     133.63  484.4    136.75    -1.00    -9999
JUNGFRAU   010415 60   172100-172200   30     135.63  484.4    138.80     0.50    -9999
JUNGFRAU   010415 60   172200-172300   30     132.48  484.4    135.57    -1.90    -9999
JUNGFRAU   010415 60   172300-172400   30     132.48  484.4    135.57    -1.90    -9999
JUNGFRAU   010415 60   172400-172500   30     139.02  484.5    142.40     3.10    -9999
JUNGFRAU   010415 60   172500-172600   30     134.82  484.5    138.10     0.00    -9999
JUNGFRAU   010415 60   172600-172700   30     135.33  484.5    138.62     0.30    -9999
JUNGFRAU   010415 60   172700-172800   30     139.53  484.5    142.92     3.50    -9999
JUNGFRAU   010415 60   172800-172900   30     138.00  484.5    141.35     2.30    -9999
JUNGFRAU   010415 60   172900-173000   30     137.65  484.5    141.00     2.10    -9999
JUNGFRAU   010415 60   173000-173100   30     134.55  484.5    137.82    -0.20    -9999
JUNGFRAU   010415 60   173100-173200   30     136.18  484.3    139.22     0.80    -9999
JUNGFRAU   010415 60   173200-173300   30     135.33  484.5    138.62     0.30    -9999
JUNGFRAU   010415 60   173300-173400   30     136.95  484.5    140.27     1.50    -9999
JUNGFRAU   010415 60   173400-173500   30     135.47  484.4    138.63     0.40    -9999
JUNGFRAU   010415 60   173500-173600   30     133.20  484.5    136.43    -1.20    -9999
JUNGFRAU   010415 60   173600-173700   30     133.12  484.4    136.22    -1.40    -9999
JUNGFRAU   010415 60   173700-173800   30     137.90  484.5    141.25     2.20    -9999
JUNGFRAU   010415 60   173800-173900   30     139.03  484.4    142.28     3.00    -9999
JUNGFRAU   010415 60   173900-174000   30     137.42  484.5    140.75     1.90    -9999
JUNGFRAU   010415 60   174000-174100   30     132.43  484.5    135.65    -1.80    -9999
JUNGFRAU   010415 60   174100-174200   30     136.10  484.4    139.27     0.80    -9999
JUNGFRAU   010415 60   174200-174300   30     137.67  484.5    141.02     2.10    -9999
JUNGFRAU   010415 60   174300-174400   30     133.03  484.5    136.27    -1.40    -9999
JUNGFRAU   010415 60   174400-174500   30     134.63  484.4    137.77    -0.30    -9999
JUNGFRAU   010415 60   174500-174600   30     132.57  484.4    135.65    -1.80    -9999
JUNGFRAU   010415 60   174600-174700   30     136.15  484.5    139.47     1.00    -9999
JUNGFRAU   010415 60   174700-174800   30     136.52  484.5    139.83     1.20    -9999
JUNGFRAU   010415 60   174800-174900   30     136.37  484.4    139.55     1.00    -9999
JUNGFRAU   010415 60   174900-175000   30     133.15  484.5    136.38    -1.30    -9999
JUNGFRAU   010415 60   175000-175100   30     133.58  484.5    136.83    -0.90    -9999
JUNGFRAU   010415 60   175100-175200   30     136.13  484.5    139.45     0.90    -9999
JUNGFRAU   010415 60   175200-175300   30     134.92  484.5    138.18     0.00    -9999
JUNGFRAU   010415 60   175300-175400   30     132.73  484.5    135.97    -1.60    -9999
JUNGFRAU   010415 60   175400-175500   30     137.08  484.5    140.40     1.60    -9999
JUNGFRAU   010415 60   175500-175600   30     138.58  484.5    141.95     2.80    -9999
JUNGFRAU   010415 60   175600-175700   30     135.73  484.5    139.03     0.60    -9999
JUNGFRAU   010415 60   175700-175800   30     136.83  484.6    140.30     1.60    -9999
JUNGFRAU   010415 60   175800-175900   30     133.37  484.5    136.60    -1.10    -9999
JUNGFRAU   010415 60   175900-180000   30     130.53  484.5    133.70    -3.20    -9999
JUNGFRAU   010415 60   180000-180100   30     138.33  484.5    141.70     2.60    -9999
JUNGFRAU   010415 60   180100-180200   30     141.02  484.5    144.45     4.60    -9999
JUNGFRAU   010415 60   180200-180300   30     131.40  484.5    134.58    -2.60    -9999
JUNGFRAU   010415 60   180300-180400   30     138.55  484.3    141.63     2.50    -9999
JUNGFRAU   010415 60   180400-180500   30     137.32  484.4    140.53     1.70    -9999
JUNGFRAU   010415 60   180500-180600   30     138.83  484.4    142.08     2.90    -9999
JUNGFRAU   010415 60   180600-180700   30     132.90  484.4    135.98    -1.60    -9999
JUNGFRAU   010415 60   180700-180800   30     136.32  484.5    139.63     1.10    -9999
JUNGFRAU   010415 60   180800-180900   30     138.08  484.5    141.43     2.40    -9999
JUNGFRAU   010415 60   180900-181000   30     135.97  484.5    139.27     0.80    -9999
JUNGFRAU   010415 60   181000-181100   30     133.10  484.5    136.33    -1.30    -9999
JUNGFRAU   010415 60   181100-181200   30     134.10  484.6    137.50    -0.50    -9999
JUNGFRAU   010415 60   181200-181300   30     135.80  484.5    139.10     0.70    -9999
JUNGFRAU   010415 60   181300-181400   30     135.12  484.7    138.67     0.40    -9999
JUNGFRAU   010415 60   181400-181500   30     137.80  484.5    141.15     2.20    -9999
JUNGFRAU   010415 60   181500-181600   30     134.30  484.5    137.57    -0.40    -9999
JUNGFRAU   010415 60   181600-181700   30     138.75  484.6    142.25     3.00    -9999
JUNGFRAU   010415 60   181700-181800   30     135.53  484.5    138.82     0.50    -9999
JUNGFRAU   010415 60   181800-181900   30     132.12  484.5    135.33    -2.00    -9999
JUNGFRAU   010415 60   181900-182000   30     135.27  484.5    138.55     0.30    -9999
JUNGFRAU   010415 60   182000-182100   30     136.10  484.5    139.40     0.90    -9999
JUNGFRAU   010415 60   182100-182200   30     136.73  484.6    140.18     1.50    -9999
JUNGFRAU   010415 60   182200-182300   30     133.70  484.5    136.95    -0.90    -9999
JUNGFRAU   010415 60   182300-182400   30     136.55  484.5    139.87     1.20    -9999
JUNGFRAU   010415 60   182400-182500   30     138.33  484.5    141.68     2.60    -9999
JUNGFRAU   010415 60   182500-182600   30     134.27  484.5    137.52    -0.50    -9999
JUNGFRAU   010415 60   182600-182700   30     135.92  484.5    139.22     0.80    -9999
JUNGFRAU   010415 60   182700-182800   30     142.78  484.5    146.25     5.90    -9999
JUNGFRAU   010415 60   182800-182900   30     137.35  484.5    140.68     1.80    -9999
JUNGFRAU   010415 60   182900-183000   30     135.27  484.6    138.68     0.40    -9999
JUNGFRAU   010415 60   183000-183100   30     136.95  484.6    140.42     1.60    -9999
JUNGFRAU   010415 60   183100-183200   30     136.45  484.6    139.88     1.30    -9999
JUNGFRAU   010415 60   183200-183300   30     135.88  484.6    139.32     0.80    -9999
JUNGFRAU   010415 60   183300-183400   30     135.05  484.6    138.47     0.20    -9999
JUNGFRAU   010415 60   183400-183500   30     139.30  484.5    142.68     3.30    -9999
JUNGFRAU   010415 60   183500-183600   30     134.15  484.6    137.55    -0.40    -9999
JUNGFRAU   010415 60   183600-183700   30     138.48  484.5    141.85     2.70    -9999
JUNGFRAU   010415 60   183700-183800   30     138.47  484.5    141.83     2.70    -9999
JUNGFRAU   010415 60   183800-183900   30     133.87  484.5    137.12    -0.70    -9999
JUNGFRAU   010415 60   183900-184000   30     137.68  484.5    141.03     2.10    -9999
JUNGFRAU   010415 60   184000-184100   30     136.23  484.5    139.55     1.00    -9999
JUNGFRAU   010415 60   184100-184200   30     138.43  484.4    141.65     2.50    -9999
JUNGFRAU   010415 60   184200-184300   30     139.88  484.5    143.28     3.70    -9999
JUNGFRAU   010415 60   184300-184400   30     137.10  484.5    140.43     1.70    -9999
JUNGFRAU   010415 60   184400-184500   30     135.87  484.5    139.17     0.70    -9999
JUNGFRAU   010415 60   184500-184600   30     134.77  484.5    138.03    -0.10    -9999
JUNGFRAU   010415 60   184600-184700   30     134.80  484.5    138.07    -0.10    -9999
JUNGFRAU   010415 60   184700-184800   30     135.78  484.5    139.08     0.70    -9999
JUNGFRAU   010415 60   184800-184900   30     136.83  484.5    140.15     1.50    -9999
JUNGFRAU   010415 60   184900-185000   30     136.60  484.5    139.92     1.30    -9999
JUNGFRAU   010415 60   185000-185100   30     137.72  484.5    141.07     2.10    -9999
JUNGFRAU   010415 60   185100-185200   30     136.73  484.5    140.05     1.40    -9999
JUNGFRAU   010415 60   185200-185300   30     136.37  484.5    139.68     1.10    -9999
JUNGFRAU   010415 60   185300-185400   30     131.58  484.4    134.65    -2.50    -9999
JUNGFRAU   010415 60   185400-185500   30     136.62  484.5    139.93     1.30    -9999
JUNGFRAU   010415 60   185500-185600   30     136.48  484.4    139.67     1.10    -9999
JUNGFRAU   010415 60   185600-185700   30     135.20  484.3    138.23     0.10    -9999
JUNGFRAU   010415 60   185700-185800   30     135.10  484.5    138.38     0.20    -9999
JUNGFRAU   010415 60   185800-185900   30     135.83  484.4    139.00     0.60    -9999
JUNGFRAU   010415 60   185900-190000   30     134.67  484.5    137.93    -0.20    -9999
JUNGFRAU   010415 60   190000-190100   30     136.20  484.5    139.52     1.00    -9999
JUNGFRAU   010415 60   190100-190200   30     135.15  484.5    138.43     0.20    -9999
JUNGFRAU   010415 60   190200-190300   30     139.50  484.5    142.88     3.40    -9999
JUNGFRAU   010415 60   190300-190400   30     134.08  484.4    137.20    -0.70    -9999
JUNGFRAU   010415 60   190400-190500   30     136.43  484.5    139.75     1.20    -9999
JUNGFRAU   010415 60   190500-190600   30     135.85  484.5    139.15     0.70    -9999
JUNGFRAU   010415 60   190600-190700   30     138.25  484.5    141.60     2.50    -9999
JUNGFRAU   010415 60   190700-190800   30     132.48  484.3    135.43    -2.00    -9999
JUNGFRAU   010415 60   190800-190900   30     133.95  484.5    137.20    -0.70    -9999
JUNGFRAU   010415 60   190900-191000   30     132.77  484.5    136.00    -1.60    -9999
JUNGFRAU   010415 60   191000-191100   30     133.37  484.3    136.35    -1.30    -9999
