IRKUTSK    LATITUDE    52.1      LONGITUDE     104       ALTITUDE    433 M
IRKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     
IRKUTSK    STANDARD PRESSURE    963.9   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK    031029 300  092500-093000   00     178.70  957.4    170.55    -3.50    -9999
IRKUTSK    031029 300  093000-093500   00     177.21  957.5    169.32    -4.20    -9999
IRKUTSK    031029 300  093500-094000   00     179.16  957.7    171.38    -3.00    -9999
IRKUTSK    031029 300  094000-094500   00     178.47  957.8    170.91    -3.30    -9999
IRKUTSK    031029 300  094500-095000   00     177.80  958.0    170.46    -3.60    -9999
IRKUTSK    031029 300  095000-095500   00     176.53  958.1    169.43    -4.10    -9999
IRKUTSK    031029 300  095500-100000   00     174.52  958.3    167.70    -5.10    -9999
IRKUTSK    031029 300  100000-100500   00     176.60  958.5    169.88    -3.90    -9999
IRKUTSK    031029 300  100500-101000   00     174.30  958.6    167.85    -5.00    -9999
IRKUTSK    031029 300  101000-101500   00     178.02  958.8    171.61    -2.90    -9999
IRKUTSK    031029 300  101500-102000   00     174.29  958.9    168.20    -4.80    -9999
IRKUTSK    031029 300  102000-102500   00     175.83  959.1    169.86    -3.90    -9999
IRKUTSK    031029 300  102500-103000   00     175.73  959.2    169.95    -3.80    -9999
IRKUTSK    031029 300  103000-103500   00     175.90  959.4    170.30    -3.60    -9999
IRKUTSK    031029 300  103500-104000   00     173.38  959.5    168.04    -4.90    -9999
IRKUTSK    031029 300  104000-104500   00     174.85  959.7    169.65    -4.00    -9999
IRKUTSK    031029 300  104500-105000   00     170.99  959.8    166.08    -6.00    -9999
IRKUTSK    031029 300  105000-105500   00     171.37  960.0    166.63    -5.70    -9999
IRKUTSK    031029 300  105500-110000   00     167.57  960.1    163.10    -7.70    -9999
IRKUTSK    031029 300  110000-110500   00     168.62  960.2    164.23    -7.10    -9999
IRKUTSK    031029 300  110500-111000   00     166.12  960.2    161.80    -8.50    -9999
IRKUTSK    031029 300  111000-111500   00     165.30  960.2    160.99    -8.90    -9999
IRKUTSK    031029 300  111500-112000   00     165.58  960.2    161.27    -8.80    -9999
IRKUTSK    031029 300  112000-112500   00     166.34  960.2    162.01    -8.30    -9999
IRKUTSK    031029 300  112500-113000   00     166.99  960.2    162.64    -8.00    -9999
IRKUTSK    031029 300  113000-113500   00     166.83  960.2    162.49    -8.10    -9999
IRKUTSK    031029 300  113500-114000   00     165.30  960.2    161.00    -8.90    -9999
IRKUTSK    031029 300  114000-114500   00     163.97  960.2    159.70    -9.60    -9999
IRKUTSK    031029 300  114500-115000   00     161.20  960.2    157.00   -11.20    -9999
IRKUTSK    031029 300  115000-115500   00     160.66  960.2    156.48   -11.50    -9999
IRKUTSK    031029 300  115500-120000   00     158.62  960.2    154.49   -12.60    -9999
IRKUTSK    031029 3600 120000-130000   00     153.99  962.1    152.02   -14.00    -9999
IRKUTSK    031029 3600 130000-140000   00     141.96  963.0    141.05   -20.20    -9999
IRKUTSK    031029 3600 140000-150000   00     142.84  963.3    142.23   -19.50    -9999
IRKUTSK    031029 3600 150000-160000   00     146.54  963.5    146.12   -17.30    -9999
IRKUTSK    031029 3600 160000-170000   00     147.94  963.0    147.00   -16.80    -9999
IRKUTSK    031029 3600 170000-180000   00     140.74  962.8    139.64   -21.00    -9999
IRKUTSK    031029 3600 180000-190000   00     145.77  961.9    143.71   -18.70    -9999
IRKUTSK    031029 3600 190000-200000   00     149.96  961.2    147.10   -16.80    -9999
IRKUTSK    031029 3600 200000-210000   00     146.68  960.5    143.16   -19.00    -9999
IRKUTSK    031029 3600 210000-220000   00     149.79  960.0    145.68   -17.60    -9999
IRKUTSK    031029 3600 220000-230000   00     151.72  959.0    146.51   -17.10    -9999
IRKUTSK    031029 3600 230000-240000   00     155.36  958.2    149.18   -15.60    -9999
*
COMMENTS   THE CLOCK IS FAST ON +252 SEC.	
COMMENTS   PRE-INCREASE LEVEL VERIFIED AND CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065IRKT_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
