LOMNICKY   LATITUDE    49.2      LONGITUDE     20.22     ALTITUDE    2634 M
LOMNICKY   INSTRUMENT   8-NM-64  NEUTRON MONITOR	
LOMNICKY   STANDARD PRESSURE    736     mb     COEFFICIENT   -0.72     % / mb
LOMNICKY   031029 300  093000-093500   00     385.60  730.0    369.39    -2.20    -9999
LOMNICKY   031029 300  093500-094000   00     387.90  730.0    371.48    -1.60    -9999
LOMNICKY   031029 300  094000-094500   00     386.13  730.0    369.67    -2.10    -9999
LOMNICKY   031029 300  094500-095000   00     387.62  729.9    370.98    -1.80    -9999
LOMNICKY   031029 300  095000-095500   00     388.25  729.9    371.48    -1.60    -9999
LOMNICKY   031029 300  095500-100000   00     389.97  729.8    373.01    -1.20    -9999
LOMNICKY   031029 300  100000-100500   00     388.12  729.8    371.13    -1.70    -9999
LOMNICKY   031029 300  100500-101000   00     384.67  729.7    367.72    -2.60    -9999
LOMNICKY   031029 300  101000-101500   00     387.00  729.7    369.84    -2.10    -9999
LOMNICKY   031029 300  101500-102000   00     388.47  729.7    371.13    -1.70    -9999
LOMNICKY   031029 300  102000-102500   00     389.42  729.6    371.92    -1.50    -9999
LOMNICKY   031029 300  102500-103000   00     391.83  729.6    374.12    -0.90    -9999
LOMNICKY   031029 300  103000-103500   00     388.80  729.5    371.11    -1.70    -9999
LOMNICKY   031029 300  103500-104000   00     387.37  729.5    369.63    -2.10    -9999
LOMNICKY   031029 300  104000-104500   00     387.43  729.5    369.59    -2.10    -9999
LOMNICKY   031029 300  104500-105000   00     385.50  729.4    367.63    -2.70    -9999
LOMNICKY   031029 300  105000-105500   00     386.72  729.4    368.68    -2.40    -9999
LOMNICKY   031029 300  105500-110000   00     379.67  729.3    361.85    -4.20    -9999
LOMNICKY   031029 300  110000-110500   00     379.80  729.3    361.91    -4.20    -9999
LOMNICKY   031029 300  110500-111000   00     377.82  729.3    360.02    -4.70    -9999
LOMNICKY   031029 300  111000-111500   00     378.08  729.3    360.28    -4.60    -9999
LOMNICKY   031029 300  111500-112000   00     376.80  729.3    359.05    -4.90    -9999
LOMNICKY   031029 300  112000-112500   00     369.62  729.3    352.21    -6.70    -9999
LOMNICKY   031029 300  112500-113000   00     372.28  729.3    354.75    -6.10    -9999
LOMNICKY   031029 300  113000-113500   00     370.50  729.3    353.05    -6.50    -9999
LOMNICKY   031029 300  113500-114000   00     368.17  729.3    350.83    -7.10    -9999
LOMNICKY   031029 300  114000-114500   00     365.78  729.3    348.56    -7.70    -9999
LOMNICKY   031029 300  114500-115000   00     367.08  729.3    349.80    -7.40    -9999
LOMNICKY   031029 300  115000-115500   00     369.73  729.3    352.32    -6.70    -9999
LOMNICKY   031029 300  115500-120000   00     366.87  729.3    349.59    -7.40    -9999
LOMNICKY   031029 3600 120000-130000   00     358.03  728.8    339.94   -10.00    -9999
LOMNICKY   031029 3600 130000-140000   00     336.55  728.2    318.17   -15.80    -9999
LOMNICKY   031029 3600 140000-150000   00     326.53  727.3    306.71   -18.80    -9999
LOMNICKY   031029 3600 150000-160000   00     317.32  726.6    296.56   -21.50    -9999
LOMNICKY   031029 3600 160000-170000   00     323.38  726.9    302.87   -19.80    -9999
LOMNICKY   031029 3600 170000-180000   00     316.93  726.3    295.55   -21.80    -9999
LOMNICKY   031029 3600 180000-190000   00     333.47  726.1    310.53   -17.80    -9999
LOMNICKY   031029 3600 190000-200000   00     341.62  725.7    317.20   -16.00    -9999
LOMNICKY   031029 3600 200000-210000   00     342.28  725.6    317.59   -15.90    -9999
LOMNICKY   031029 3600 210000-220000   00     341.62  724.8    315.15   -16.60    -9999
LOMNICKY   031029 3600 220000-230000   00     340.16  724.3    312.68   -17.20    -9999
LOMNICKY   031029 3600 230000-240000   00    -999.00 -999.0   -999.00    -9999    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065LMKS_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
