MAGADAN    LATITUDE    60.1      LONGITUDE     151       ALTITUDE    0 M
MAGADAN    INSTRUMENT   18NM64    NEUTRON MONITOR     	
MAGADAN    STANDARD PRESSURE    986.1   mb     COEFFICIENT   -0.74     % / mb
MAGADAN    031029 300  101500-102000   00     133.60  974.6    122.66    -4.60    -9999
MAGADAN    031029 300  102000-102500   00     134.40  974.6    123.41    -4.00    -9999
MAGADAN    031029 300  102500-103000   00     135.04  974.6    124.01    -3.50    -9999
MAGADAN    031029 300  103000-103500   00     132.69  974.6    121.87    -5.20    -9999
MAGADAN    031029 300  103500-104000   00     132.91  974.6    122.09    -5.00    -9999
MAGADAN    031029 300  104000-104500   00     132.43  974.6    121.66    -5.30    -9999
MAGADAN    031029 300  104500-105000   00     131.30  974.7    120.64    -6.10    -9999
MAGADAN    031029 300  105000-105500   00     128.96  974.7    118.50    -7.80    -9999
MAGADAN    031029 300  105500-110000   00     129.07  974.7    118.61    -7.70    -9999
MAGADAN    031029 300  110000-110500   00     128.37  974.7    117.99    -8.20    -9999
MAGADAN    031029 300  110500-111000   00     125.12  974.7    115.00   -10.50    -9999
MAGADAN    031029 300  111000-111500   00     123.25  974.7    113.28   -11.90    -9999
MAGADAN    031029 300  111500-112000   00     123.36  974.7    113.38   -11.80    -9999
MAGADAN    031029 300  112000-112500   00     120.96  974.7    111.18   -13.50    -9999
MAGADAN    031029 300  112500-113000   00     121.44  974.7    111.62   -13.20    -9999
MAGADAN    031029 300  113000-113500   00     119.36  974.7    109.70   -14.70    -9999
MAGADAN    031029 300  113500-114000   00     119.95  974.7    110.24   -14.20    -9999
MAGADAN    031029 300  114000-114500   00     117.92  974.7    108.38   -15.70    -9999
MAGADAN    031029 300  114500-115000   00     116.16  974.7    106.77   -16.90    -9999
MAGADAN    031029 300  115000-115500   00     116.91  974.7    107.45   -16.40    -9999
MAGADAN    031029 300  115500-120000   00     117.76  974.7    108.23   -15.80    -9999
MAGADAN    031029 3600 120000-130000   00     113.87  975.0    104.89   -18.40    -9999
MAGADAN    031029 3600 130000-140000   00     111.56  975.4    103.06   -19.80    -9999
MAGADAN    031029 3600 140000-150000   00     111.38  975.8    103.21   -19.70    -9999
MAGADAN    031029 3600 150000-160000   00     114.55  976.0    106.30   -17.30    -9999
MAGADAN    031029 3600 160000-170000   00     114.18  976.3    106.19   -17.40    -9999
MAGADAN    031029 3600 170000-180000   00     110.06  976.5    102.51   -20.20    -9999
MAGADAN    031029 3600 180000-190000   00     112.52  976.6    104.88   -18.40    -9999
MAGADAN    031029 3600 190000-200000   00     110.34  976.9    103.08   -19.80    -9999
MAGADAN    031029 3600 200000-210000   00     112.94  976.9    105.51   -17.90    -9999
MAGADAN    031029 3600 210000-220000   00     116.32  976.9    108.67   -15.50    -9999
MAGADAN    031029 3600 220000-230000   00     120.21  976.7    112.14   -12.80    -9999
MAGADAN    031029 3600 230000-240000   00     121.11  976.3    112.64   -12.40    -9999
*
COMMENT    PRE-INCREASE LEVEL CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065MGDN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
