Fort SMITH LATITUDE    60        LONGITUDE     -112      ALTITUDE    0 M
Fort SMITH INSTRUMENT   18NM64    NEUTRON MONITOR     	
Fort SMITH STANDARD PRESSURE    988.4   mb     COEFFICIENT   -0.75     % / mb
Fort SMITH 031029 300  094000-094500   00     206.44  997.4    220.90     1.50    -9999
Fort SMITH 031029 300  094500-095000   00     203.22  997.5    217.58     0.00    -9999
Fort SMITH 031029 300  095000-095500   00     205.16  997.6    219.78     1.00    -9999
Fort SMITH 031029 300  095500-100000   00     204.52  997.7    219.22     0.70    -9999
Fort SMITH 031029 300  100000-100500   00     203.88  997.7    218.66     0.50    -9999
Fort SMITH 031029 300  100500-101000   00     204.14  997.8    219.06     0.70    -9999
Fort SMITH 031029 300  101000-101500   00     202.36  997.9    217.27    -0.20    -9999
Fort SMITH 031029 300  101500-102000   00     202.54  998.0    217.59     0.00    -9999
Fort SMITH 031029 300  102000-102500   00     200.62  998.0    215.65    -0.90    -9999
Fort SMITH 031029 300  102500-103000   00     195.22  998.1    209.96    -3.50    -9999
Fort SMITH 031029 300  103000-103500   00     198.08  998.2    213.15    -2.10    -9999
Fort SMITH 031029 300  103500-104000   00     193.24  998.3    208.06    -4.40    -9999
Fort SMITH 031029 300  104000-104500   00     190.12  998.3    204.82    -5.90    -9999
Fort SMITH 031029 300  104500-105000   00     181.78  998.4    195.95   -10.00    -9999
Fort SMITH 031029 300  105000-105500   00     178.06  998.5    192.04   -11.80    -9999
Fort SMITH 031029 300  105500-110000   00     178.90  998.6    193.06   -11.30    -9999
Fort SMITH 031029 300  110000-110500   00     174.76  998.6    188.65   -13.30    -9999
Fort SMITH 031029 300  110500-111000   00     178.32  998.6    192.50   -11.60    -9999
Fort SMITH 031029 300  111000-111500   00     173.40  998.6    187.19   -14.00    -9999
Fort SMITH 031029 300  111500-112000   00     171.90  998.6    185.57   -14.70    -9999
Fort SMITH 031029 300  112000-112500   00     173.10  998.6    186.86   -14.10    -9999
Fort SMITH 031029 300  112500-113000   00     174.94  998.6    188.85   -13.20    -9999
Fort SMITH 031029 300  113000-113500   00     171.74  998.6    185.39   -14.80    -9999
Fort SMITH 031029 300  113500-114000   00     169.72  998.6    183.21   -15.80    -9999
Fort SMITH 031029 300  114000-114500   00     170.26  998.6    183.80   -15.50    -9999
Fort SMITH 031029 300  114500-115000   00     170.28  998.6    183.82   -15.50    -9999
Fort SMITH 031029 300  115000-115500   00     169.50  998.6    182.98   -15.90    -9999
Fort SMITH 031029 300  115500-120000   00     171.18  998.6    184.79   -15.10    -9999
Fort SMITH 031029 3600 120000-130000   00     165.99  999.6    180.53   -17.10    -9999
Fort SMITH 031029 3600 130000-140000   00     162.48 1000.8    178.31   -18.10    -9999
Fort SMITH 031029 3600 140000-150000   00     158.76 1001.7    175.41   -19.40    -9999
Fort SMITH 031029 3600 150000-160000   00     159.30 1002.8    177.47   -18.50    -9999
Fort SMITH 031029 3600 160000-170000   00     159.90 1003.5    179.07   -17.70    -9999
Fort SMITH 031029 3600 170000-180000   00     158.72 1004.0    178.42   -18.00    -9999
Fort SMITH 031029 3600 180000-190000   00     157.16 1004.7    177.59   -18.40    -9999
Fort SMITH 031029 3600 190000-200000   00     158.85 1005.1    180.04   -17.30    -9999
Fort SMITH 031029 3600 200000-210000   00     160.90 1005.4    182.78   -16.00    -9999
Fort SMITH 031029 3600 210000-220000   00     167.90 1005.8    191.30   -12.10    -9999
Fort SMITH 031029 3600 220000-230000   00     172.86 1006.0    197.25    -9.40    -9999
Fort SMITH 031029 3600 230000-240000   00     172.39 1006.8    197.90    -9.10    -9999
*
COMMENT    THE CLOCK OF REGISRATOR IS FAST ON+SEC (SLOW ON-SEC) IS 	
"COMMENT    SUPPORTING BY GPS OR INTERNETCLOCKSERVER;"	
COMMENT    PRE-INCREASE LEVEL CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065FSMT_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
