ATHENS     LATITUDE    37.97     LONGITUDE     23.72     ALTITUDE    40 M
ATHENS     INSTRUMENT   3NM64    NEUTRON MONITOR     
ATHENS     STANDARD PRESSURE    987.1   mb     COEFFICIENT   -0.7      % / mb
ATHENS     031029 300  104000-104500   00      47.79  989.1     48.45    -2.20    -9999
ATHENS     031029 300  104500-105000   00      47.16  989.0     47.79    -3.50    -9999
ATHENS     031029 300  105000-105500   00      48.01  988.9     48.63    -1.90    -9999
ATHENS     031029 300  105500-110000   00      47.75  988.8     48.33    -2.40    -9999
ATHENS     031029 300  110000-110500   00      46.29  988.8     46.84    -5.50    -9999
ATHENS     031029 300  110500-111000   00      45.91  988.8     46.46    -6.30    -9999
ATHENS     031029 300  111000-111500   00      46.86  988.8     47.43    -4.30    -9999
ATHENS     031029 300  111500-112000   00      47.42  988.8     48.00    -3.10    -9999
ATHENS     031029 300  112000-112500   00      45.37  988.8     45.92    -7.30    -9999
ATHENS     031029 300  112500-113000   00      45.61  988.8     46.15    -6.90    -9999
ATHENS     031029 300  113000-113500   00      46.82  988.8     47.38    -4.40    -9999
ATHENS     031029 300  113500-114000   00      46.72  988.8     47.28    -4.60    -9999
ATHENS     031029 300  114000-114500   00      46.18  988.8     46.74    -5.70    -9999
ATHENS     031029 300  114500-115000   00      46.02  988.8     46.57    -6.00    -9999
ATHENS     031029 300  115000-115500   00      46.59  988.8     47.15    -4.90    -9999
ATHENS     031029 300  115500-120000   00      45.51  988.8     46.05    -7.00    -9999
ATHENS     031029 3600 120000-130000   00      45.34  988.2     45.69    -7.80    -9999
ATHENS     031029 3600 130000-140000   00      43.35  987.7     43.54   -12.10    -9999
ATHENS     031029 3600 140000-150000   00      42.41  987.3     42.47   -14.30    -9999
ATHENS     031029 3600 150000-160000   00      42.23  986.8     42.14   -15.00    -9999
ATHENS     031029 3600 160000-170000   00      42.30  987.1     42.30   -14.60    -9999
ATHENS     031029 3600 170000-180000   00      41.27  986.9     41.21   -16.80    -9999
ATHENS     031029 3600 180000-190000   00      42.90  986.6     42.75   -13.70    -9999
ATHENS     031029 3600 190000-200000   00      43.79  986.2     43.51   -12.20    -9999
ATHENS     031029 3600 200000-210000   00      44.11  985.6     43.65   -11.90    -9999
ATHENS     031029 3600 210000-220000   00      44.05  985.0     43.41   -12.40    -9999
ATHENS     031029 3600 220000-230000   00      43.98  984.3     43.12   -13.00    -9999
ATHENS     031029 3600 230000-240000   00      45.02  983.5     43.90   -11.40    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065ATHN.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
